model,screen_threshold,confirm_threshold,train_time_s,candidate_count,accuracy,precision,recall,f1,far,tp,tn,fp,fn,total_time_s,avg_latency_ms,throughput_eps,confirmed_count
stage1_lr_screen_only,0.2,,537.4195588999428,208891,0.9244697204060468,0.7923270988218736,0.9779025110782865,0.8753877521876761,0.09542276059733536,165510,411238,43381,3740,0.0026979001704603434,4.3244658260954515e-06,231242433.2192948,
two_stage_lr_supervised_rf,0.2,0.8,537.4195588999428,208891,0.9910990929185454,0.9987508150170316,0.9684017725258494,0.9833421827050279,0.0004509270400049272,163902,454414,205,5348,3.422293599927798,0.005485596495302376,182295.58095575497,164107.0
two_stage_lr_supervised_rf,0.2,0.95,537.4195588999428,208891,0.9799717568912705,1.0,0.9261742983751846,0.9616723669882363,0.0,156755,454619,0,12495,1.2532349999528378,0.002008811144571758,497806.87582414923,156755.0
